id,name,did,fid,sid,works_count
T11801,Reservoir Engineering and Simulation Methods,D1,F1,S4,145424
T12755,Legal Education and Practice Innovations,D2,F13,S110,145396
T10121,Building Energy and Comfort Optimization,D1,F1,S12,145361
T10163,Metal complexes synthesis and properties,D4,F22,S204,145336
T10382,Quantum and electron transport phenomena,D1,F2,S19,144928
T10543,Prostate Cancer Treatment and Research,D4,F22,S200,144928
T12339,Medical Malpractice and Liability Issues,D4,F23,S226,144870
T11391,Theatre and Performance Studies,D2,F12,S103,144773
T11216,Radiation Detection and Scintillator Technologies,D1,F2,S22,144574
T14281,Islamic Finance and Communication,D2,F13,S105,144557
T12890,Eurasian Exchange Networks,D2,F13,S106,144455
T10463,Pulsars and Gravitational Waves Research,D1,F2,S18,144449
T10973,Radioactive element chemistry and processing,D1,F7,S66,144095
T10400,Network Security and Intrusion Detection,D1,F3,S29,143907
T12705,Educational Reforms and Innovations,D1,F4,S44,143766
T10589,Early Childhood Education and Development,D2,F13,S107,143633
T10631,"Cancer, Hypoxia, and Metabolism",D3,F18,S163,143552
T12332,Comparative constitutional jurisprudence studies,D2,F13,S108,143466
T10876,Fault Detection and Control Systems,D1,F1,S9,143465
T11537,Ethics in medical practice,D4,F23,S224,143275
T10289,European Union Policy and Governance,D2,F13,S108,143212
T11507,Religion and Society Interactions,D2,F13,S105,143085
T12767,Conflict of Laws and Jurisdiction,D2,F13,S108,143050
T11726,Organizational Management and Innovation,D2,F16,S141,142931
T13504,African history and culture analysis,D2,F13,S108,142821
T10494,Plant Virus Research Studies,D3,F17,S146,142820
T14490,Human Rights and Immigration,D2,F13,S105,142507
T12961,Regional Development and Policy,D2,F13,S108,142397
T13518,Architecture and Computational Design,D1,F1,S14,142362
T14047,Marine and environmental studies,D1,F6,S57,142077
T10377,Metal and Thin Film Mechanics,D1,F1,S10,141774
T10450,Aquaculture Nutrition and Growth,D3,F17,S149,141751
T14321,"Religion, Theology, and Education",D2,F12,S96,141744
T13743,Italian Literature and Culture,D2,F12,S104,141655
T13845,Classical Studies and Legal History,D2,F12,S97,141584
T11629,"Birth, Development, and Health",D4,F22,S188,141564
T10403,Phonetics and Phonology Research,D2,F15,S133,141505
T10158,Cancer Immunotherapy and Biomarkers,D4,F22,S204,141408
T12398,Poetry Analysis and Criticism,D2,F12,S93,141307
T11913,Animal Ecology and Behavior Studies,D1,F4,S42,141134
T11048,Bacteriophages and microbial interactions,D1,F4,S42,141076
T10167,Influenza Virus Research Studies,D4,F22,S193,141038
T14101,Financial Crisis of the 21st Century,D2,F11,S91,140933
T10147,Antibiotic Resistance in Bacteria,D3,F18,S164,140891
T12542,Second Language Learning and Teaching,D2,F12,S93,140864
T10023,Schizophrenia research and treatment,D4,F22,S202,140772
T10112,HIV Research and Treatment,D3,F20,S180,140760
T10613,Virus-based gene therapy research,D3,F18,S159,139917
T11925,Culinary Culture and Tourism,D3,F17,S151,139871
T10151,Hepatitis C virus research,D4,F22,S207,139550
T10004,Soil Carbon and Nitrogen Dynamics,D3,F17,S152,139526
T10044,Protein Structure and Dynamics,D3,F18,S158,139511
T10083,Graphene research and applications,D1,F5,S46,139420
T12123,Financial Analysis and Corporate Governance,D2,F16,S138,139157
T10409,Fuel Cells and Related Materials,D1,F1,S2,139098
T12229,Pharmacological Effects and Toxicity Studies,D4,F22,S188,139083
T11201,Metallurgy and Material Forming,D1,F1,S10,138986
T11113,Music History and Culture,D2,F12,S94,138879
T12377,Digital Humanities and Scholarship,D2,F12,S93,138653
T10049,Magnetic properties of thin films,D1,F2,S19,138586
T10300,Congenital Heart Disease Studies,D4,F22,S193,138555
T11890,Scientific Measurement and Uncertainty Evaluation,D2,F14,S127,138350
T13156,Historical Linguistics and Language Studies,D2,F12,S100,138336
T11177,Spectroscopy and Quantum Chemical Studies,D1,F2,S19,138185
T12424,Earthquake Detection and Analysis,D1,F6,S56,138181
T13158,Political and Economic history of UK and US,D2,F13,S108,138150
T10581,Neural dynamics and brain function,D3,F19,S173,137894
T12514,Fashion and Cultural Textiles,D2,F12,S95,137668
T11771,Plant Pathogens and Resistance,D3,F17,S146,137646
T11148,"Language, Metaphor, and Cognition",D2,F15,S133,137358
T11948,Machine Learning in Materials Science,D1,F5,S46,137188
T12863,Web and Library Services,D1,F3,S26,136981
T10059,Bone Tissue Engineering Materials,D1,F1,S8,136884
T12678,Themes in Literature Analysis,D2,F12,S93,136764
T10120,Bacterial Genetics and Biotechnology,D3,F18,S159,136533
T10180,Analytical chemistry methods development,D1,F7,S67,136532
T13763,Historical Legal Studies and Society,D2,F13,S108,136412
T10168,COVID-19 and Mental Health,D2,F15,S130,136107
T11817,"Housing, Finance, and Neoliberalism",D2,F11,S91,136041
T10580,Immunotherapy and Immune Responses,D3,F20,S179,135966
T14402,Political and Social Issues,D2,F13,S108,135915
T10632,Housing Market and Economics,D2,F11,S89,135827
T11520,Advanced Thermodynamics and Statistical Mechanics,D1,F2,S23,135698
T11667,Advanced Chemical Sensor Technologies,D1,F1,S8,135617
T10349,Migration and Labor Dynamics,D2,F13,S105,135501
T12447,Spider Taxonomy and Behavior Studies,D3,F18,S159,135482
T11212,Cultural Heritage Materials Analysis,D2,F12,S101,135283
T10312,"Health, Nursing, Elderly Care",D4,F23,S224,135211
T13238,Botanical Studies and Applications,D3,F17,S146,135193
T13360,Economic and Social Issues,D2,F13,S105,134979
T10257,Oral microbiology and periodontitis research,D4,F25,S239,134843
T10132,Advanced ceramic materials synthesis,D1,F5,S50,134816
T11430,Disaster Response and Management,D4,F23,S227,134507
T10269,Epigenetics and DNA Methylation,D3,F18,S158,134494
T10663,Advanced Battery Technologies Research,D1,F1,S15,134491
T13714,Medieval Architecture and Archaeology,D2,F12,S101,134413
T10227,Acute Ischemic Stroke Management,D4,F22,S193,134377
T13861,Health and Lifestyle Studies,D4,F23,S224,134251
T13407,Regional Development and Management Studies,D2,F11,S89,134037
T10496,Pharmaceutical Practices and Patient Outcomes,D4,F22,S208,133879
T11733,X-ray Spectroscopy and Fluorescence Analysis,D1,F2,S22,133781
T12045,Rice Cultivation and Yield Improvement,D3,F17,S146,133716
T13711,Environmental Science and Technology,D3,F18,S165,133609
T10185,Lymphoma Diagnosis and Treatment,D4,F22,S205,133403
T14002,"Art, Technology, and Culture",D2,F12,S103,133207
T10839,Pancreatic function and diabetes,D4,F22,S190,133106
T11595,Textile materials and evaluations,D1,F5,S51,133104
T14239,"Business, Education, Mathematics Research",D2,F16,S138,133043
T10101,Cloud Computing and Resource Management,D1,F3,S26,133020
T10098,Ruminant Nutrition and Digestive Physiology,D3,F17,S153,133009
T10144,Blood Pressure and Hypertension Studies,D4,F22,S196,132826
T13443,Mineralogy and Gemology Studies,D1,F6,S60,132734
T13075,Legal Systems and Judicial Processes,D2,F13,S108,132408
T12307,Ancient Near East History,D2,F12,S101,132300
T10557,Social Media and Politics,D2,F13,S118,132294
T10421,Pleistocene-Era Hominins and Archaeology,D2,F13,S106,132159
T10111,Remote Sensing in Agriculture,D1,F4,S42,132158
T11880,Forest ecology and management,D1,F4,S41,132019
T13500,Probability and Statistical Research,D1,F8,S70,131983
T10010,"Obesity, Physical Activity, Diet",D4,F22,S192,131962
T12564,Sensor Technology and Measurement Systems,D1,F3,S29,131916
T12184,Linguistics and Education Research,D2,F12,S93,131833
T10466,Meteorological Phenomena and Simulations,D1,F6,S55,131506
T10661,biodegradable polymer synthesis and properties,D1,F5,S47,131500
T10164,Quality and Supply Management,D2,F16,S139,131401
T10068,Technology Adoption and User Behaviour,D2,F14,S126,131164
T13025,American History and Culture,D2,F16,S142,131156
T13704,French Literature and Poetry,D2,F12,S93,131088
T13067,Geological Modeling and Analysis,D1,F6,S60,131048
T11761,Resilience and Mental Health,D2,F15,S130,130951
T14322,"Art, Aesthetics, and Perception",D2,F12,S103,130946
T14362,Diverse Legal and Medical Studies,D2,F16,S137,130931
T10205,Advanced Fiber Optic Sensors,D1,F1,S2,130842
T11794,Early Modern Spanish Literature,D2,F12,S93,130838
T10318,Criminal Justice and Corrections Analysis,D2,F13,S105,130715
T10785,Economic Theory and Institutions,D2,F11,S89,130628
T10008,Teacher Education and Leadership Studies,D2,F13,S107,130615
T10034,"Syntax, Semantics, Linguistic Variation",D2,F12,S100,130325
T12904,Diverse Educational Innovations Studies,D3,F17,S154,130259
T10417,Lung Cancer Treatments and Mutations,D4,F22,S200,130189
T10265,Multilingual Education and Policy,D2,F13,S120,130071
T10202,Lung Cancer Diagnosis and Treatment,D4,F22,S200,130043
T11211,3D Surveying and Cultural Heritage,D1,F6,S58,129900
T13224,Sports and Physical Education Research,D4,F23,S228,129606
T11732,Assisted Reproductive Technology and Twin Pregnancy,D4,F22,S188,129533
T11959,Employment and Welfare Studies,D4,F23,S224,129529
T11851,Electromagnetic Compatibility and Measurements,D1,F1,S2,129523
T10397,Nutrition and Health in Aging,D4,F22,S166,129374
T12142,Marine Invertebrate Physiology and Ecology,D1,F6,S54,129223
T10118,SARS-CoV-2 and COVID-19 Research,D4,F22,S195,129028
T13751,Diverse Approaches in Healthcare and Education Studies,D4,F22,S192,129014
T11357,Risk and Safety Analysis,D2,F14,S127,128983
T10116,Sperm and Testicular Function,D4,F22,S189,128917
T11741,Flexible and Reconfigurable Manufacturing Systems,D1,F1,S7,128898
T11316,Mycobacterium research and diagnosis,D4,F22,S193,128856
T14474,Industrial Technology and Control Systems,D1,F1,S9,128855
T10407,Lipid Membrane Structure and Behavior,D3,F18,S158,128797
T11156,Reproductive Health and Technologies,D4,F22,S189,128794
T13984,"Nutrition, Genetics, and Disease",D3,F18,S159,128655
T11508,Corporate Taxation and Avoidance,D2,F16,S138,128526
T13457,"Dental Education, Practice, Research",D4,F23,S224,128332
T11636,Artificial Intelligence in Healthcare and Education,D4,F22,S209,128307
T10096,Metal-Organic Frameworks: Synthesis and Applications,D1,F7,S66,128301
T14386,"Libraries, Manuscripts, and Books",D2,F12,S97,128298
T10554,Hemoglobinopathies and Related Disorders,D4,F22,S159,128246
T13147,Ethics and bioethics in healthcare,D4,F22,S192,128215
T11457,Adipose Tissue and Metabolism,D4,F22,S166,128206
T11846,Cultural Heritage Management and Preservation,D2,F12,S101,128192
T13537,"German legal, social, and political studies",D2,F13,S105,128169
T10624,Silicon and Solar Cell Technologies,D1,F1,S2,128149
T13088,Legal and Labor Studies,D2,F16,S143,128121
T10643,Marine and coastal plant biology,D1,F6,S57,127912
T13750,"Mormonism, Religion, and History",D2,F12,S97,127908
T10534,Structural Health Monitoring Techniques,D1,F1,S6,127907
T10544,Glass properties and applications,D1,F5,S50,127831
T10073,Hepatocellular Carcinoma Treatment and Prognosis,D4,F22,S207,127658
T13177,Geological and Geophysical Studies,D1,F6,S58,127656
T10660,Conducting polymers and applications,D1,F5,S51,127638
T10423,Neurobiology and Insect Physiology Research,D3,F19,S171,127594
T13179,"Literature, Culture, and Criticism",D2,F12,S93,127529
T12242,Latin American and Latino Studies,D2,F13,S112,127486
T14399,Invertebrate Taxonomy and Ecology,D3,F17,S148,127479
T13890,Remote Sensing and Land Use,D1,F6,S55,127452
T13986,Medical Practices and Rehabilitation,D4,F23,S228,127429
T10099,GaN-based semiconductor devices and materials,D1,F2,S20,127377
T12422,Radiomics and Machine Learning in Medical Imaging,D4,F22,S198,126788
T11858,Urban Development and Societal Issues,D2,F13,S111,126728
T12033,Agricultural Economics and Policy,D3,F17,S154,126658
T10033,Concrete and Cement Materials Research,D1,F1,S6,126607
T10816,Cerebrovascular and Carotid Artery Diseases,D4,F22,S200,126562
T11810,Complex Systems and Decision Making,D2,F14,S128,126388
T14256,Agricultural and Food Sciences,D3,F17,S155,126316
T10263,Eating Disorders and Behaviors,D2,F15,S130,126312
T12394,Insurance and Financial Risk Management,D2,F11,S89,126205
T13303,Asian Culture and Media Studies,D2,F13,S112,126186
T10085,Parkinson's Disease Mechanisms and Treatments,D4,F22,S172,126185
T12014,"Fish biology, ecology, and behavior",D1,F4,S41,126172
T11505,Reproductive biology and impacts on aquatic species,D3,F18,S166,126089
T10515,Cancer-related molecular mechanisms research,D3,F18,S163,125668
T10831,Cell Adhesion Molecules Research,D4,F22,S210,125666
T10310,Corrosion Behavior and Inhibition,D1,F5,S46,125496
T10476,Algal biology and biofuel production,D1,F9,S78,125273
T10418,Pelvic floor disorders treatments,D4,F22,S211,125108
T12414,Coastal and Marine Management,D1,F4,S37,124874
T10200,Rheumatoid Arthritis Research and Therapies,D4,F22,S211,124815
T14515,International Law and Aviation,D2,F13,S108,124693
T10031,T-cell and B-cell Immunology,D3,F20,S179,124676
T10537,Attention Deficit Hyperactivity Disorder,D4,F22,S202,124561
T10358,Advanced Radiotherapy Techniques,D1,F2,S22,124516
T10105,Osteoarthritis Treatment and Mechanisms,D4,F22,S211,124494
T10092,Organometallic Complex Synthesis and Catalysis,D1,F7,S63,124338
T11425,Diverse Music Education Insights,D2,F12,S94,124161
T10124,Prostate Cancer Diagnosis and Treatment,D4,F22,S200,124082
T10359,Dental Implant Techniques and Outcomes,D4,F25,S240,124053
T10293,Thyroid Disorders and Treatments,D4,F22,S212,123995
T10645,Cardiac Arrest and Resuscitation,D4,F22,S213,123835
T12168,Health and Medical Research Impacts,D4,F22,S192,123822
T10791,Advanced Control Systems Optimization,D1,F1,S9,123772
T10347,Atmospheric aerosols and clouds,D1,F4,S40,123663
T14477,"Management, Economics, and Public Policy",D2,F16,S142,123607
T10195,Antimicrobial Resistance in Staphylococcus,D4,F22,S195,123578
T11323,Gamma-ray bursts and supernovae,D1,F2,S18,123569
T10253,Sarcoma Diagnosis and Treatment,D4,F22,S200,123471
T12308,Mental Health and Psychiatry,D2,F12,S92,123455
T10479,Structural Behavior of Reinforced Concrete,D1,F1,S12,123410
T10371,Immune Response and Inflammation,D3,F20,S179,123406
T10792,Matrix Theory and Algorithms,D1,F3,S31,123386
T10247,Perovskite Materials and Applications,D1,F1,S2,123219
T10427,Visual perception and processing mechanisms,D3,F19,S173,123073
T10139,Heavy metals in environment,D1,F4,S45,123012
T11970,Molecular Biology Techniques and Applications,D3,F18,S158,122937
T11878,Solid-state spectroscopy and crystallography,D1,F5,S46,122816
T10154,Customer Service Quality and Loyalty,D2,F16,S141,122758
T10081,"Auditing, Earnings Management, Governance",D2,F16,S138,122519
T12310,Crop Yield and Soil Fertility,D3,F17,S153,122427
T10756,Estrogen and related hormone effects,D3,F18,S159,122421
T12473,Pacific and Southeast Asian Studies,D2,F13,S119,122408
T10134,Inflammatory Bowel Disease,D3,F18,S159,122289
T10060,Smoking Behavior and Cessation,D4,F22,S166,122099
T10140,Food composition and properties,D4,F24,S235,122085
T10123,DNA Repair Mechanisms,D3,F18,S158,122072
T10512,Orthopaedic implants and arthroplasty,D4,F22,S190,121896
T12129,Global Energy Security and Policy,D1,F9,S79,121836
T10308,Systemic Lupus Erythematosus Research,D4,F22,S211,121698
T13739,Medieval and Early Modern Justice,D2,F13,S108,121686
T10546,Higher Education Governance and Development,D2,F13,S108,121682
T10510,Stroke Rehabilitation and Recovery,D4,F22,S214,121489
T10184,Plant Molecular Biology Research,D3,F17,S146,121478
T10307,Head and Neck Cancer Studies,D4,F22,S215,121473
T10783,Additive Manufacturing and 3D Printing Technologies,D1,F1,S15,121259
T10241,Functional Brain Connectivity Studies,D3,F19,S173,121162
T10113,Dental materials and restorations,D4,F25,S241,121142
T10955,Paleontology and Evolutionary Biology,D1,F6,S54,121123
T13917,Engineering and Material Science Research,D1,F5,S49,121095
T12670,"Urbanism, Landscape, and Tourism Studies",D2,F13,S112,120715
T11320,Atmospheric Ozone and Climate,D1,F6,S55,120687
T12324,History of Medicine Studies,D2,F12,S97,120570
T10682,Quantum Computing Algorithms and Architecture,D1,F3,S25,120492
T10298,Urban Transport and Accessibility,D2,F13,S113,120399
T10821,Cardiovascular Function and Risk Factors,D4,F22,S196,120373
T10005,Ecology and Vegetation Dynamics Studies,D1,F4,S41,120367
T12636,Regional Development and Innovation,D2,F13,S117,120359
T10338,Advanced Sensor and Energy Harvesting Materials,D1,F1,S8,120341
T11645,"Urban, Neighborhood, and Segregation Studies",D2,F13,S105,120298
T12040,International Arbitration and Investment Law,D2,F16,S137,120294
T10659,Marine animal studies overview,D1,F4,S42,120269
